university,programme,programme_code,faculty,level,course_code,course_name,ects
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0914,Introduction to Data Analytics,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0421,Taxes and Audit System,5
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0175,Applied Financial Analysis,4
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,IV0189,Project Management,3
RTU,Finance Management Information Systems,DCP0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,PA0415,Sales Skills and Cross-Cultural Communication,3
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0344,Introduction to Electronics and Telecommunications Branch,6
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,SD0002,Innovative Product Development and Entrepreneurship,9
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0069,Computerization of Mathematical Tasks in Electrical Engineering,4
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0177,Digital Electronics and Computer Architecture,5
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0115,Embedded Systems Architecture and Peripherals,4
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0206,Signal Theory,5
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0493,Digital Signal Processing,3
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0202,Electron Devices,5
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0093,Active Electronic Systems,4
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0089,Analogue Electronics,7
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0114,Electrodynamics and RF Devices,4
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0219,Fundamentals of Digital Electronic Systems Design using HDL,5
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0362,The C Programming Language,3
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0048,Digital Devices and Systems,4
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0201,Computer Studies Basic Course,5
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0333,Internet of Things Technologies,3
RTU,Smart Electronic Systems,ECV0,"Faculty of Computer Science, Information Technology and Energy",Bachelor,DE0099,Analogue and Digital Integrated Circuits,4
